Discipline,FC Number,MDD-HC,BIP-HC,SCZ-HC,Combined ES,Title,Net1,Net2,Net3,SigNum,MetaES
,1908,0.053,0.008,0.425,0.001,Rt_CONa_PFCd-Lt_DMNa_PCC,0.052773478,0.007957448,-0.424853692,0,-0.121969461
,1909,0.064,0.033,0.328,0.001,Rt_CONa_PFCd-Lt_DMNa_PFCm,-0.063513069,-0.033183341,-0.328068187,0,-0.142392663
,1910,0.006,0.105,0.372,0.001,Rt_CONa_PFCd-Lt_DMNb_Temp,-0.005506839,0.105411002,-0.371909426,0,-0.091187768
SCZ-Specific,1911,0.131,0.012,0.560,0.235,Rt_CONa_PFCd-Lt_DMNb_IPL,-0.130795256,-0.012088381,-0.560309347,4,-0.234752986
,1912,0.250,0.088,0.337,0.001,Rt_CONa_PFCd-Lt_DMNb_PFCd,-0.250178016,0.087608062,-0.337400662,0,-0.166762371
,1913,0.136,0.001,0.344,0.001,Rt_CONa_PFCd-Lt_DMNb_PFCl,-0.136018768,0.001162147,-0.344065498,0,-0.15999094
,1914,0.297,0.092,0.410,0.001,Rt_CONa_PFCd-Lt_DMNb_PFCv,-0.296817965,0.091512853,-0.410123774,0,-0.205296182
,1915,0.439,0.221,0.038,0.001,Rt_CONa_PFCd-Lt_DMNc_IPL,0.43893443,0.221152915,-0.037866192,0,0.20696962
,1916,0.046,0.006,0.093,0.001,Rt_CONa_PFCd-Lt_DMNc_Rsp,0.045500861,-0.006005433,-0.092527523,0,-0.019927425
,1917,0.071,0.090,0.120,0.001,Rt_CONa_PFCd-Lt_DMNc_PHC,0.071391992,-0.089525512,-0.119832569,0,-0.04695941
,1918,0.255,0.025,0.368,0.001,Rt_CONa_PFCd-Rt_DMNa_Temp,0.255141864,0.024992686,-0.368234345,0,-0.029801298
SCZ-Specific,1919,0.069,0.160,0.566,0.266,Rt_CONa_PFCd-Rt_DMNa_IPL,-0.069448064,-0.160369458,-0.566131857,4,-0.266129341
,1920,0.117,0.110,0.278,0.001,Rt_CONa_PFCd-Rt_DMNa_PFCd,0.116969931,-0.110206923,-0.278188639,0,-0.092198152
,1921,0.114,0.010,0.365,0.001,Rt_CONa_PFCd-Rt_DMNa_PCC,0.11400134,0.010397748,-0.365481888,0,-0.081175027
,1922,0.023,0.137,0.375,0.001,Rt_CONa_PFCd-Rt_DMNb_PFCm,-0.022793221,-0.137490112,-0.375495676,0,-0.179454778
,1923,0.010,0.010,0.347,0.001,Rt_CONa_PFCd-Rt_DMNb_Temp,0.010146286,0.009989541,-0.347315829,0,-0.109745778
SCZ-Specific,1924,0.128,0.110,0.467,0.236,Rt_CONa_PFCd-Rt_DMNb_AntTemp,-0.128335106,-0.109730532,-0.467489191,4,-0.235602288
,1925,0.219,0.043,0.246,0.001,Rt_CONa_PFCd-Rt_DMNb_PFCd,-0.2190992,0.04250263,-0.246140767,0,-0.140999378
,1926,0.244,0.074,0.420,0.001,Rt_CONa_PFCd-Rt_DMNb_PFCv,-0.244212157,0.074279814,-0.420091852,0,-0.197004436
,1927,0.002,0.336,0.409,0.001,Rt_CONa_PFCd-Rt_DMNc_IPL,-0.001772467,-0.336468516,-0.408975112,0,-0.25004954
,1928,0.048,0.031,0.190,0.001,Rt_CONa_PFCd-Rt_DMNc_Rsp,-0.047813612,-0.031250169,-0.189645051,0,-0.090460954
,1929,0.019,0.044,0.100,0.001,Rt_CONa_PFCd-Rt_DMNc_PHC,-0.01889876,-0.043853782,-0.099944639,0,-0.056853452
,1930,0.158,0.114,0.127,0.001,Rt_CONa_PFCd-Lt_DANa_TempOcc,-0.158129081,-0.114001392,-0.126990753,0,-0.130554557
,1931,0.007,0.084,0.182,0.001,Rt_CONa_PFCd-Lt_DANa_ParOcc,-0.007177224,0.084494891,-0.181614836,0,-0.035556359
,1932,0.072,0.111,0.028,0.001,Rt_CONa_PFCd-Lt_DANa_SPL,-0.071817393,-0.110845251,0.027812988,0,-0.051158285
,1933,0.283,0.113,0.083,0.001,Rt_CONa_PFCd-Lt_DANb_TempOcc,-0.282741858,-0.11274695,-0.082800549,0,-0.15791153
,1934,0.221,0.105,0.057,0.001,Rt_CONa_PFCd-Lt_DANb_PostC,-0.220943062,-0.105065362,0.056762664,0,-0.088826804
,1935,0.247,0.015,0.000,0.001,Rt_CONa_PFCd-Lt_DANb_FEF,-0.247199903,0.01490798,0.000376568,0,-0.076490909
,1936,0.221,0.009,0.151,0.001,Rt_CONa_PFCd-Lt_DANb_PrCv,-0.221118054,-0.008906698,-0.150999846,0,-0.126534666
,1937,0.061,0.099,0.012,0.001,Rt_CONa_PFCd-Rt_DANa_TempOcc,-0.060709803,-0.099100057,0.011690633,0,-0.048444569
,1938,0.146,0.282,0.010,0.001,Rt_CONa_PFCd-Rt_DANa_ParOcc,0.145681439,0.281816639,-0.009579199,0,0.139024315
,1939,0.135,0.140,0.088,0.001,Rt_CONa_PFCd-Rt_DANa_SPL,-0.135057352,-0.14007802,0.087789701,0,-0.061452036
,1940,0.134,0.171,0.042,0.001,Rt_CONa_PFCd-Rt_DANb_TempOcc,0.133556203,-0.170936866,-0.04242094,0,-0.027702763
,1941,0.041,0.050,0.082,0.001,Rt_CONa_PFCd-Rt_DANb_PostC,-0.040630837,0.050439047,0.08160758,0,0.033550908
,1942,0.124,0.027,0.024,0.001,Rt_CONa_PFCd-Rt_DANb_FEF,-0.124415867,0.02705173,0.024230564,0,-0.021427128
,1943,0.417,0.216,0.167,0.001,Rt_CONa_PFCd-Rt_DANb_PrCv,-0.416897052,-0.216161959,-0.166500959,0,-0.26555333
,1944,0.048,0.315,0.297,0.001,Rt_CONa_PFCd-Lt_LMN_TempPole,-0.047778709,-0.315264722,-0.297108132,0,-0.220738479
,1945,0.101,0.041,0.029,0.001,Rt_CONa_PFCd-Lt_LMN_OFC,-0.101497096,0.040653529,-0.029176582,0,-0.02877406
,1946,0.142,0.103,0.238,0.001,Rt_CONa_PFCd-Rt_LMN_TempPole,-0.142101597,-0.103123593,-0.23784114,0,-0.161687139
,1947,0.183,0.077,0.099,0.001,Rt_CONa_PFCd-Rt_LMN_OFC,-0.183185096,0.07715904,-0.099086402,0,-0.068053199
,1948,0.164,0.024,0.010,0.001,Rt_CONa_PFCd-Lt_SVNa_ParOper,-0.163937748,-0.024092837,-0.010029819,0,-0.063503007
,1949,0.148,0.051,0.011,0.001,Rt_CONa_PFCd-Lt_SVNa_PrCv,-0.1476203,-0.051313689,0.011224025,0,-0.060323235
,1950,0.083,0.063,0.197,0.001,Rt_CONa_PFCd-Lt_SVNa_Ins,0.083011965,0.062955406,0.197231074,0,0.115652961
,1951,0.146,0.124,0.049,0.001,Rt_CONa_PFCd-Lt_SVNa_ParMed,-0.146329448,-0.124332224,-0.049365207,0,-0.10492005
,1952,0.456,0.100,0.204,0.001,Rt_CONa_PFCd-Lt_SVNa_FrMed,-0.456036594,-0.099593806,-0.203581636,0,-0.252526458
,1953,0.139,0.040,0.041,0.001,Rt_CONa_PFCd-Lt_SVNb_IPL,-0.139279209,0.039861367,-0.041359663,0,-0.045952672
,1954,0.113,0.116,0.041,0.001,Rt_CONa_PFCd-Lt_SVNb_PFCl,-0.113070521,0.116146386,0.040960653,0,0.015750694
,1955,0.106,0.087,0.002,0.001,Rt_CONa_PFCd-Lt_SVNb_PFCv,0.105598671,0.087303091,0.002475887,0,0.064472317
,1956,0.040,0.077,0.126,0.001,Rt_CONa_PFCd-Lt_SVNb_OFC,-0.039745725,0.077279599,-0.126344899,0,-0.029953222
,1957,0.074,0.116,0.008,0.001,Rt_CONa_PFCd-Lt_SVNb_PFCmp,-0.07367524,0.116446614,0.008470443,0,0.018329679
,1958,0.199,0.052,0.057,0.001,Rt_CONa_PFCd-Rt_SVNa_ParOper,-0.198814425,0.052112062,0.057426372,0,-0.028275801
,1959,0.138,0.066,0.081,0.001,Rt_CONa_PFCd-Rt_SVNa_PrC,-0.137693011,-0.066232315,-0.081357227,0,-0.092675832
,1960,0.148,0.007,0.033,0.001,Rt_CONa_PFCd-Rt_SVNa_PrCv,-0.147808717,0.006762095,0.033350828,0,-0.034281507
,1961,0.025,0.137,0.054,0.001,Rt_CONa_PFCd-Rt_SVNa_Ins,0.024760183,-0.136717863,0.05384344,0,-0.019914952
,1962,0.007,0.112,0.026,0.001,Rt_CONa_PFCd-Rt_SVNa_ParMed,-0.006777492,-0.112237074,-0.025737306,0,-0.04908357
,1963,0.131,0.143,0.086,0.001,Rt_CONa_PFCd-Rt_SVNa_FrMed,-0.130503969,0.14310013,0.085657799,0,0.033598814
,1964,0.017,0.065,0.034,0.001,Rt_CONa_PFCd-Rt_SVNb_IPL,-0.016624309,-0.065301117,-0.034382993,0,-0.040471757
,1965,0.128,0.005,0.067,0.001,Rt_CONa_PFCd-Rt_SVNb_PFCd,-0.128218528,0.004719002,-0.066949331,0,-0.062118226
,1966,0.049,0.085,0.064,0.001,Rt_CONa_PFCd-Rt_SVNb_PFCl,0.049440299,0.085008456,0.06440515,0,0.068166339
,1967,0.068,0.084,0.111,0.001,Rt_CONa_PFCd-Rt_SVNb_PFClv,0.068092636,0.084228302,0.111006833,0,0.089249542
,1968,0.150,0.039,0.095,0.001,Rt_CONa_PFCd-Rt_SVNb_PFCv,-0.150386964,-0.039091889,-0.094555019,0,-0.094325858
,1969,0.155,0.021,0.117,0.001,Rt_CONa_PFCd-Rt_SVNb_PFCmp,0.154539862,0.020830222,-0.117497971,0,0.018388784
,1970,0.183,0.062,0.060,0.001,Rt_CONa_PFCd-Rt_SVNb_Cinga,-0.183003903,0.061742997,0.05987357,0,-0.019971824
,1971,0.008,0.006,0.068,0.001,Rt_CONa_PFCd-Lt_SMNa,-0.008193514,-0.00632282,0.068314412,0,0.020016422
,1972,0.094,0.112,0.055,0.001,Rt_CONa_PFCd-Lt_SMNb_Cent,-0.093684429,0.111682067,-0.05493327,0,-0.01198682
,1973,0.153,0.062,0.077,0.001,Rt_CONa_PFCd-Lt_SMNb_S2,-0.153014678,-0.061949237,-0.077453039,0,-0.096008576
,1974,0.372,0.420,0.299,0.001,Rt_CONa_PFCd-Lt_SMNb_Ins,-0.371712367,-0.419844875,-0.299248119,0,-0.362841289
,1975,0.013,0.103,0.011,0.001,Rt_CONa_PFCd-Lt_SMNb_Aud,-0.012972765,-0.103290382,0.011250464,0,-0.034736576
,1976,0.112,0.142,0.125,0.001,Rt_CONa_PFCd-Rt_SMNa,0.111646413,0.141527366,0.124791768,0,0.126418377
,1977,0.038,0.143,0.060,0.001,Rt_CONa_PFCd-Rt_SMNb_Cent,-0.037741202,0.142558462,-0.060122471,0,0.014792155
,1978,0.232,0.054,0.214,0.001,Rt_CONa_PFCd-Rt_SMNb_S2,-0.231515853,-0.053765147,-0.21397234,0,-0.166141338
,1979,0.163,0.021,0.159,0.001,Rt_CONa_PFCd-Rt_SMNb_Ins,0.163134065,-0.021002947,0.159041102,0,0.100396847
,1980,0.035,0.020,0.039,0.001,Rt_CONa_PFCd-Rt_SMNb_Aud,-0.035072275,-0.019695794,-0.03940682,0,-0.032148085
,1981,0.177,0.043,0.311,0.001,Rt_CONa_PFCd-Lt_SMN_TempPar,-0.176665657,0.043477229,-0.310703537,0,-0.148223171
,1982,0.114,0.094,0.303,0.001,Rt_CONa_PFCd-Rt_SMN_TempPar,-0.11449026,0.093757988,-0.303404631,0,-0.108433333
,1983,0.044,0.264,0.158,0.001,Rt_CONa_PFCd-Lt_VSNc_Striate,0.043532233,-0.264231227,-0.157508863,0,-0.127109839
,1984,0.131,0.013,0.035,0.001,Rt_CONa_PFCd-Lt_VSNc_ExStr,0.130802492,0.012524708,-0.034832777,0,0.034640761
,1985,0.001,0.129,0.231,0.001,Rt_CONa_PFCd-Lt_VSNp_Striate,0.001073622,-0.128562832,-0.230558783,0,-0.120453183
,1986,0.076,0.162,0.026,0.001,Rt_CONa_PFCd-Lt_VSNp_ExStrInf,-0.075516962,-0.161655644,-0.026303188,0,-0.087967264
,1987,0.164,0.011,0.091,0.001,Rt_CONa_PFCd-Lt_VSNp_ExStrSup,0.164110682,0.011019544,-0.091400069,0,0.02665744
,1988,0.184,0.023,0.161,0.001,Rt_CONa_PFCd-Rt_VSNc_Striate,0.1841656,0.022605141,-0.160837845,0,0.014476088
,1989,0.079,0.012,0.129,0.001,Rt_CONa_PFCd-Rt_VSNc_ExStr,0.078619347,-0.011814181,-0.129157789,0,-0.022034459
,1990,0.078,0.173,0.103,0.001,Rt_CONa_PFCd-Rt_VSNp_Striate,0.077930074,-0.172799097,-0.10260775,0,-0.066641191
,1991,0.153,0.137,0.016,0.001,Rt_CONa_PFCd-Rt_VSNp_ExStrInf,0.152622024,-0.136941772,-0.016346519,0,-0.000867537
,1992,0.219,0.035,0.063,0.001,Rt_CONa_PFCd-Rt_VSNp_ExStrSup,0.218878499,0.035100896,-0.063231068,0,0.062752795
,1993,0.093,0.171,0.028,0.001,Rt_CONa_PFCd-Lt-Accm,-0.092783416,0.170657859,0.027616889,0,0.035369955
,1994,0.094,0.108,0.095,0.001,Rt_CONa_PFCd-Rt-Accm,-0.093703896,0.108046714,0.095016482,0,0.036762895
,1995,0.008,0.007,0.157,0.001,Rt_CONa_PFCd-Lt-Amyg,0.008087414,-0.007172538,-0.157274122,0,-0.05292161
,1996,0.086,0.098,0.041,0.001,Rt_CONa_PFCd-Rt-Amyg,0.085963221,-0.097635627,-0.041479396,0,-0.018839128
,1997,0.155,0.236,0.129,0.001,Rt_CONa_PFCd-Lt-Caud,0.155407933,-0.235978694,-0.129173453,0,-0.070430982
,1998,0.142,0.192,0.265,0.001,Rt_CONa_PFCd-Rt-Caud,-0.141509218,-0.192461881,-0.264824548,0,-0.201705752
,1999,0.159,0.111,0.253,0.001,Rt_CONa_PFCd-Lt-Hipp,0.158968154,-0.111434768,-0.253197412,0,-0.069192765
,2000,0.134,0.149,0.156,0.001,Rt_CONa_PFCd-Rt-Hipp,0.134144133,-0.148593332,-0.155990758,0,-0.057693575
,2001,0.095,0.024,0.035,0.001,Rt_CONa_PFCd-Lt-Pall,0.095433635,-0.023933106,-0.034593379,0,0.011097138
,2002,0.064,0.118,0.076,0.001,Rt_CONa_PFCd-Rt-Pall,-0.064124941,-0.118464071,-0.076139773,0,-0.088675356
,2003,0.351,0.226,0.421,0.001,Rt_CONa_PFCd-Lt-Puta,-0.351330501,-0.225973868,-0.42052551,0,-0.333003996
,2004,0.141,0.007,0.185,0.001,Rt_CONa_PFCd-Rt-Puta,-0.141464215,0.007186574,-0.184845147,0,-0.106387737
,2005,0.223,0.133,0.059,0.001,Rt_CONa_PFCd-Lt-Thal,0.22308051,-0.133408955,0.05934834,0,0.049242989
,2006,0.364,0.014,0.256,0.001,Rt_CONa_PFCd-Rt-Thal,0.363985767,0.014197982,0.256374404,0,0.211316451
,2007,0.081,0.171,0.219,0.001,Rt_CONa_PFCl-Rt_CONa_Cinga,-0.080669971,-0.171268264,-0.21875292,0,-0.158087205
,2008,0.119,0.157,0.086,0.001,Rt_CONa_PFCl-Rt_CONb_Temp,0.118832576,0.156670843,0.086021273,0,0.118074128
,2009,0.178,0.090,0.096,0.001,Rt_CONa_PFCl-Rt_CONb_IPL,-0.178388429,-0.089822876,0.096235798,0,-0.055701995
,2010,0.083,0.108,0.310,0.001,Rt_CONa_PFCl-Rt_CONb_PFCld,-0.083294461,0.108000253,0.31028696,0,0.112868837
,2011,0.280,0.051,0.087,0.001,Rt_CONa_PFCl-Rt_CONb_PFClv,-0.27968005,-0.051099656,0.086663183,0,-0.080499093
,2012,0.195,0.249,0.026,0.001,Rt_CONa_PFCl-Rt_CONb_PFCmp,-0.195472405,-0.248504681,0.025550305,0,-0.138515464
,2013,0.032,0.267,0.177,0.001,Rt_CONa_PFCl-Rt_CONc_pCun,-0.031929486,0.267462268,0.177493211,0,0.138646203
,2014,0.038,0.007,0.148,0.001,Rt_CONa_PFCl-Rt_CONc_Cingp,-0.038146964,0.007381455,0.14759436,0,0.03987833
,2015,0.096,0.103,0.045,0.001,Rt_CONa_PFCl-Lt_DMNa_IPL,-0.095855382,0.103338257,0.044833773,0,0.019603636
,2016,0.059,0.261,0.179,0.001,Rt_CONa_PFCl-Lt_DMNa_PFCd,-0.05877964,0.260853209,0.178661306,0,0.128064132
,2017,0.031,0.212,0.139,0.001,Rt_CONa_PFCl-Lt_DMNa_PCC,0.030659063,0.211591849,0.139024144,0,0.129470329
,2018,0.057,0.131,0.006,0.001,Rt_CONa_PFCl-Lt_DMNa_PFCm,-0.056959324,0.130714181,0.005719334,0,0.027717013
,2019,0.058,0.022,0.106,0.001,Rt_CONa_PFCl-Lt_DMNb_Temp,-0.057655835,0.022475139,-0.105582127,0,-0.048903419
,2020,0.062,0.032,0.032,0.001,Rt_CONa_PFCl-Lt_DMNb_IPL,0.061992574,0.032133317,-0.031822207,0,0.015971796
,2021,0.198,0.108,0.039,0.001,Rt_CONa_PFCl-Lt_DMNb_PFCd,-0.198194301,0.108347939,0.039450234,0,-0.01585646
,2022,0.192,0.062,0.116,0.001,Rt_CONa_PFCl-Lt_DMNb_PFCl,-0.191904395,-0.062202031,0.115500522,0,-0.044689818
,2023,0.232,0.178,0.288,0.001,Rt_CONa_PFCl-Lt_DMNb_PFCv,-0.232155586,-0.178206141,-0.288208304,0,-0.235049881
,2024,0.176,0.072,0.102,0.001,Rt_CONa_PFCl-Lt_DMNc_IPL,0.176236821,0.071563173,0.101553327,0,0.114557066
,2025,0.214,0.190,0.138,0.001,Rt_CONa_PFCl-Lt_DMNc_Rsp,0.213536307,0.189763924,0.138160501,0,0.175999135
,2026,0.012,0.094,0.141,0.001,Rt_CONa_PFCl-Lt_DMNc_PHC,0.011984307,-0.094398204,-0.141056454,0,-0.076297079
,2027,0.004,0.158,0.108,0.001,Rt_CONa_PFCl-Rt_DMNa_Temp,0.004312068,0.157540509,0.107838998,0,0.093093789
,2028,0.023,0.085,0.200,0.001,Rt_CONa_PFCl-Rt_DMNa_IPL,-0.02305774,0.084634762,0.200008374,0,0.088798751
,2029,0.094,0.260,0.226,0.001,Rt_CONa_PFCl-Rt_DMNa_PFCd,-0.094325521,0.260474499,0.226386737,0,0.132996164
,2030,0.134,0.289,0.316,0.001,Rt_CONa_PFCl-Rt_DMNa_PCC,0.134418201,0.288843492,0.315555489,0,0.249351333
,2031,0.120,0.158,0.123,0.001,Rt_CONa_PFCl-Rt_DMNb_PFCm,-0.120253126,0.158412647,0.123170054,0,0.055974518
,2032,0.130,0.021,0.012,0.001,Rt_CONa_PFCl-Rt_DMNb_Temp,-0.130482517,0.021353487,0.011775894,0,-0.030519035
,2033,0.318,0.084,0.104,0.001,Rt_CONa_PFCl-Rt_DMNb_AntTemp,-0.318182033,-0.084150868,-0.104135076,0,-0.166673096
,2034,0.019,0.171,0.148,0.001,Rt_CONa_PFCl-Rt_DMNb_PFCd,0.018784765,0.17078896,0.147695957,0,0.114932804
,2035,0.000,0.097,0.213,0.001,Rt_CONa_PFCl-Rt_DMNb_PFCv,5.77E-05,0.096951573,-0.212845848,0,-0.039134266
,2036,0.054,0.036,0.141,0.001,Rt_CONa_PFCl-Rt_DMNc_IPL,-0.053796983,-0.035798295,-0.14121383,0,-0.079956135
,2037,0.038,0.060,0.082,0.001,Rt_CONa_PFCl-Rt_DMNc_Rsp,0.037908838,0.059537863,0.081933072,0,0.06220155
,2038,0.148,0.043,0.139,0.001,Rt_CONa_PFCl-Rt_DMNc_PHC,0.147677513,0.042579148,-0.138819753,0,0.016243175
,2039,0.081,0.128,0.136,0.001,Rt_CONa_PFCl-Lt_DANa_TempOcc,-0.081182013,-0.127801211,-0.135531325,0,-0.118610491
,2040,0.002,0.127,0.063,0.001,Rt_CONa_PFCl-Lt_DANa_ParOcc,0.002356285,0.127143752,-0.062943241,0,0.022018028
,2041,0.079,0.049,0.048,0.001,Rt_CONa_PFCl-Lt_DANa_SPL,-0.078624514,-0.049221476,-0.047858165,0,-0.056237736
,2042,0.107,0.180,0.195,0.001,Rt_CONa_PFCl-Lt_DANb_TempOcc,-0.106873654,-0.179794452,-0.19541673,0,-0.164602486
,2043,0.072,0.012,0.062,0.001,Rt_CONa_PFCl-Lt_DANb_PostC,0.07162112,0.012230388,-0.062385352,0,0.004664248
,2044,0.001,0.119,0.362,0.001,Rt_CONa_PFCl-Lt_DANb_FEF,-0.001196368,-0.118658996,-0.36239783,0,-0.161339816
,2045,0.210,0.258,0.050,0.001,Rt_CONa_PFCl-Lt_DANb_PrCv,0.209711466,0.25785997,-0.050053422,0,0.138500145
,2046,0.034,0.022,0.012,0.001,Rt_CONa_PFCl-Rt_DANa_TempOcc,0.034420612,-0.021821517,-0.011886343,0,-0.002707279
,2047,0.151,0.002,0.151,0.001,Rt_CONa_PFCl-Rt_DANa_ParOcc,0.151293451,0.002333818,-0.150689945,0,-0.000303852
,2048,0.218,0.280,0.096,0.001,Rt_CONa_PFCl-Rt_DANa_SPL,-0.218464966,-0.280119638,-0.096242857,0,-0.19757853
,2049,0.092,0.297,0.186,0.001,Rt_CONa_PFCl-Rt_DANb_TempOcc,0.091518803,-0.297463632,-0.185660205,0,-0.13115603
,2050,0.016,0.115,0.087,0.001,Rt_CONa_PFCl-Rt_DANb_PostC,0.016448471,0.114698778,-0.086899285,0,0.014396714
,2051,0.050,0.063,0.334,0.001,Rt_CONa_PFCl-Rt_DANb_FEF,-0.049914159,-0.063204242,-0.334145678,0,-0.149895377
,2052,0.087,0.151,0.159,0.001,Rt_CONa_PFCl-Rt_DANb_PrCv,-0.086595948,-0.150690247,-0.158887142,0,-0.136466756
,2053,0.164,0.303,0.293,0.001,Rt_CONa_PFCl-Lt_LMN_TempPole,-0.163572742,-0.303439682,-0.292823729,0,-0.254726612
,2054,0.011,0.148,0.077,0.001,Rt_CONa_PFCl-Lt_LMN_OFC,-0.010698038,-0.147611324,0.07741556,0,-0.026339271
,2055,0.412,0.248,0.466,0.001,Rt_CONa_PFCl-Rt_LMN_TempPole,-0.411967987,-0.248184848,-0.466086794,0,-0.375670818
,2056,0.128,0.208,0.144,0.001,Rt_CONa_PFCl-Rt_LMN_OFC,-0.128242064,-0.208163463,-0.144308032,0,-0.160185136
,2057,0.096,0.048,0.197,0.001,Rt_CONa_PFCl-Lt_SVNa_ParOper,-0.095590548,-0.04837206,-0.19696393,0,-0.11352949
,2058,0.104,0.072,0.345,0.001,Rt_CONa_PFCl-Lt_SVNa_PrCv,-0.104344272,-0.072109433,-0.344875228,0,-0.174548667
,2059,0.142,0.101,0.220,0.001,Rt_CONa_PFCl-Lt_SVNa_Ins,0.142383156,-0.100646001,-0.219962577,0,-0.060131042
,2060,0.041,0.141,0.298,0.001,Rt_CONa_PFCl-Lt_SVNa_ParMed,0.041177884,-0.140954624,-0.298407169,0,-0.133535188
,2061,0.154,0.201,0.361,0.001,Rt_CONa_PFCl-Lt_SVNa_FrMed,-0.153510215,-0.201363738,-0.361345346,0,-0.239872796
,2062,0.206,0.133,0.101,0.001,Rt_CONa_PFCl-Lt_SVNb_IPL,-0.205909491,-0.132605964,-0.100851688,0,-0.14083078
,2063,0.174,0.037,0.263,0.001,Rt_CONa_PFCl-Lt_SVNb_PFCl,-0.174261294,0.036874462,-0.263293393,0,-0.132994998
,2064,0.237,0.188,0.427,0.001,Rt_CONa_PFCl-Lt_SVNb_PFCv,-0.236596927,-0.188014476,-0.427435499,0,-0.284726027
,2065,0.109,0.013,0.031,0.001,Rt_CONa_PFCl-Lt_SVNb_OFC,0.10877569,0.012749369,0.031030088,0,0.049115803
,2066,0.271,0.041,0.223,0.001,Rt_CONa_PFCl-Lt_SVNb_PFCmp,-0.271118823,0.041085851,-0.222963699,0,-0.150592339
,2067,0.147,0.185,0.299,0.001,Rt_CONa_PFCl-Rt_SVNa_ParOper,-0.146778165,-0.185292181,-0.298611949,0,-0.211323152
,2068,0.116,0.158,0.272,0.001,Rt_CONa_PFCl-Rt_SVNa_PrC,-0.115629833,-0.157666633,-0.272209162,0,-0.18315375
,2069,0.026,0.267,0.378,0.001,Rt_CONa_PFCl-Rt_SVNa_PrCv,0.026393041,-0.266711011,-0.378410572,0,-0.207488125
,2070,0.026,0.181,0.365,0.001,Rt_CONa_PFCl-Rt_SVNa_Ins,0.026455944,-0.180953535,-0.365356171,0,-0.173722094
,2071,0.124,0.201,0.314,0.001,Rt_CONa_PFCl-Rt_SVNa_ParMed,-0.124115993,-0.20128732,-0.313851434,0,-0.214349796
,2072,0.228,0.250,0.428,0.001,Rt_CONa_PFCl-Rt_SVNa_FrMed,-0.227886244,-0.250371079,-0.427598182,0,-0.302818088
,2073,0.071,0.082,0.029,0.001,Rt_CONa_PFCl-Rt_SVNb_IPL,-0.070540951,-0.082006439,-0.029392416,0,-0.058352426
,2074,0.077,0.031,0.231,0.001,Rt_CONa_PFCl-Rt_SVNb_PFCd,0.076805752,0.031220186,-0.230631627,0,-0.041603529
,2075,0.162,0.033,0.126,0.001,Rt_CONa_PFCl-Rt_SVNb_PFCl,-0.162135832,-0.033285516,-0.125835575,0,-0.104742004
,2076,0.135,0.016,0.119,0.001,Rt_CONa_PFCl-Rt_SVNb_PFClv,0.135210716,0.016346288,0.118784334,0,0.090305298
,2077,0.439,0.365,0.444,0.001,Rt_CONa_PFCl-Rt_SVNb_PFCv,-0.438734014,-0.365113306,-0.443801827,0,-0.414995729
,2078,0.119,0.025,0.137,0.001,Rt_CONa_PFCl-Rt_SVNb_PFCmp,-0.118705522,0.025488136,-0.137481884,0,-0.0769353
,2079,0.137,0.061,0.121,0.001,Rt_CONa_PFCl-Rt_SVNb_Cinga,-0.137446458,-0.060776389,-0.121019006,0,-0.105390948
,2080,0.147,0.236,0.098,0.001,Rt_CONa_PFCl-Lt_SMNa,-0.147383965,-0.236383026,-0.097856917,0,-0.160349454
,2081,0.001,0.013,0.033,0.001,Rt_CONa_PFCl-Lt_SMNb_Cent,-0.001245441,-0.013378963,0.032950707,0,0.008364088
,2082,0.205,0.256,0.420,0.001,Rt_CONa_PFCl-Lt_SMNb_S2,-0.204976852,-0.255520796,-0.420265785,0,-0.294642516
,2083,0.076,0.254,0.329,0.001,Rt_CONa_PFCl-Lt_SMNb_Ins,-0.076122433,-0.253606823,-0.328955252,0,-0.220230709
,2084,0.133,0.382,0.558,0.001,Rt_CONa_PFCl-Lt_SMNb_Aud,-0.133314071,-0.382211439,-0.557992405,0,-0.358385655
,2085,0.129,0.120,0.119,0.001,Rt_CONa_PFCl-Rt_SMNa,-0.128995619,-0.119954519,-0.118635243,0,-0.121914792
,2086,0.108,0.059,0.028,0.001,Rt_CONa_PFCl-Rt_SMNb_Cent,-0.108191113,-0.059327048,0.027818226,0,-0.044225233
,2087,0.337,0.227,0.462,0.001,Rt_CONa_PFCl-Rt_SMNb_S2,-0.336769521,-0.227435138,-0.461632071,0,-0.342676144
,2088,0.166,0.419,0.331,0.001,Rt_CONa_PFCl-Rt_SMNb_Ins,-0.166117513,-0.419349536,-0.331292136,0,-0.306583042
,2089,0.187,0.268,0.557,0.001,Rt_CONa_PFCl-Rt_SMNb_Aud,-0.187342726,-0.267605376,-0.556841216,0,-0.337759359
,2090,0.157,0.165,0.309,0.001,Rt_CONa_PFCl-Lt_SMN_TempPar,-0.156776927,-0.164560876,-0.309308923,0,-0.212140031
,2091,0.099,0.184,0.209,0.001,Rt_CONa_PFCl-Rt_SMN_TempPar,-0.098887672,-0.184204,-0.208768821,0,-0.167171837
,2092,0.065,0.003,0.002,0.001,Rt_CONa_PFCl-Lt_VSNc_Striate,-0.065313115,-0.002589542,0.002432465,0,-0.01929679
,2093,0.123,0.021,0.194,0.001,Rt_CONa_PFCl-Lt_VSNc_ExStr,-0.122921907,-0.020692169,-0.194468294,0,-0.113315205
