Discipline,FC Number,MDD-HC,BIP-HC,SCZ-HC,Combined ES,Title,Net1,Net2,Net3,SigNum,MetaES
,5865,0.034,0.340,0.254,0.001,Rt_DANb_PostC-Lt_SVNa_Ins,0.03429183,-0.339774105,-0.254345872,0,-0.187574512
,5866,0.161,0.289,0.265,0.001,Rt_DANb_PostC-Lt_SVNa_ParMed,-0.161007892,-0.28868403,-0.264926262,0,-0.241647627
,5867,0.246,0.174,0.010,0.001,Rt_DANb_PostC-Lt_SVNa_FrMed,-0.246108532,-0.174004375,-0.010032571,0,-0.142241979
,5868,0.363,0.207,0.042,0.001,Rt_DANb_PostC-Lt_SVNb_IPL,-0.363212516,-0.207200128,-0.041673696,0,-0.202445118
,5869,0.194,0.041,0.135,0.001,Rt_DANb_PostC-Lt_SVNb_PFCl,-0.193823331,0.041224508,0.135476634,0,-0.004821586
,5870,0.064,0.005,0.159,0.001,Rt_DANb_PostC-Lt_SVNb_PFCv,0.063564443,0.005190464,0.159058144,0,0.076521042
,5871,0.123,0.115,0.057,0.001,Rt_DANb_PostC-Lt_SVNb_OFC,0.123142661,-0.114953283,0.056941441,0,0.021657527
,5872,0.154,0.088,0.112,0.001,Rt_DANb_PostC-Lt_SVNb_PFCmp,-0.153872453,0.088294269,0.112414127,0,0.016337499
,5873,0.170,0.322,0.055,0.001,Rt_DANb_PostC-Rt_SVNa_ParOper,-0.169846628,-0.322054245,-0.05483387,0,-0.182611564
,5874,0.237,0.037,0.059,0.001,Rt_DANb_PostC-Rt_SVNa_PrC,-0.237410931,-0.036705848,-0.059333631,0,-0.108958259
,5875,0.216,0.375,0.066,0.001,Rt_DANb_PostC-Rt_SVNa_PrCv,-0.216093976,-0.374922858,-0.066110043,0,-0.218994341
,5876,0.037,0.307,0.206,0.001,Rt_DANb_PostC-Rt_SVNa_Ins,0.036670922,-0.30747502,-0.206143005,0,-0.160008188
,5877,0.417,0.468,0.340,0.001,Rt_DANb_PostC-Rt_SVNa_ParMed,-0.4171337,-0.467924052,-0.340033159,0,-0.407768995
,5878,0.220,0.057,0.069,0.001,Rt_DANb_PostC-Rt_SVNa_FrMed,-0.219639195,-0.057271433,0.06875759,0,-0.068254402
,5879,0.021,0.092,0.073,0.001,Rt_DANb_PostC-Rt_SVNb_IPL,0.021005245,-0.092178838,0.073034553,0,0.001385051
,5880,0.246,0.018,0.001,0.001,Rt_DANb_PostC-Rt_SVNb_PFCd,0.246089808,-0.017638394,-0.001125796,0,0.074751488
,5881,0.110,0.199,0.393,0.001,Rt_DANb_PostC-Rt_SVNb_PFCl,0.110030897,0.198814045,0.393477883,0,0.235544898
,5882,0.069,0.063,0.058,0.001,Rt_DANb_PostC-Rt_SVNb_PFClv,-0.068968143,-0.062780357,0.058396797,0,-0.023635422
,5883,0.106,0.094,0.068,0.001,Rt_DANb_PostC-Rt_SVNb_PFCv,-0.105586626,-0.094023471,0.068020278,0,-0.043409264
,5884,0.049,0.177,0.256,0.001,Rt_DANb_PostC-Rt_SVNb_PFCmp,0.048938889,0.177397149,0.25637137,0,0.162606955
,5885,0.084,0.079,0.083,0.001,Rt_DANb_PostC-Rt_SVNb_Cinga,-0.08413567,0.079312181,-0.083086543,0,-0.029277917
,5886,0.457,0.318,0.307,0.001,Rt_DANb_PostC-Lt_SMNa,-0.457250379,-0.317784635,-0.307017406,0,-0.35608936
,5887,0.315,0.193,0.127,0.001,Rt_DANb_PostC-Lt_SMNb_Cent,-0.315351476,-0.193359569,-0.126856357,0,-0.208204063
,5888,0.412,0.455,0.392,0.001,Rt_DANb_PostC-Lt_SMNb_S2,-0.411580011,-0.455111974,-0.392212942,0,-0.418950293
,5889,0.512,0.598,0.438,0.001,Rt_DANb_PostC-Lt_SMNb_Ins,-0.512145074,-0.598303285,-0.438345474,0,-0.516014346
,5890,0.303,0.453,0.267,0.001,Rt_DANb_PostC-Lt_SMNb_Aud,-0.302544678,-0.453417605,-0.267185031,0,-0.340927618
,5891,0.355,0.139,0.268,0.001,Rt_DANb_PostC-Rt_SMNa,-0.355265038,-0.139365124,-0.267904857,0,-0.252991257
,5892,0.309,0.227,0.229,0.001,Rt_DANb_PostC-Rt_SMNb_Cent,-0.309435631,-0.227367967,-0.229192279,0,-0.249397612
,5893,0.441,0.375,0.448,0.001,Rt_DANb_PostC-Rt_SMNb_S2,-0.440939093,-0.374809774,-0.447960952,0,-0.421358133
,5894,0.484,0.555,0.488,0.001,Rt_DANb_PostC-Rt_SMNb_Ins,-0.483883069,-0.555318847,-0.488459955,0,-0.510584529
,5895,0.313,0.311,0.351,0.001,Rt_DANb_PostC-Rt_SMNb_Aud,-0.313170589,-0.311448346,-0.351417681,0,-0.328744792
,5896,0.297,0.121,0.241,0.001,Rt_DANb_PostC-Lt_SMN_TempPar,-0.297295594,-0.120642061,-0.241299178,0,-0.218692083
,5897,0.147,0.114,0.244,0.001,Rt_DANb_PostC-Rt_SMN_TempPar,-0.146531053,-0.113654717,-0.244358458,0,-0.169134509
,5898,0.012,0.121,0.171,0.001,Rt_DANb_PostC-Lt_VSNc_Striate,-0.011793394,0.121489717,0.171407159,0,0.095067813
,5899,0.277,0.107,0.095,0.001,Rt_DANb_PostC-Lt_VSNc_ExStr,-0.277452127,-0.106708405,-0.09451083,0,-0.157016375
,5900,0.055,0.044,0.120,0.001,Rt_DANb_PostC-Lt_VSNp_Striate,0.054732912,0.043914374,0.119970629,0,0.075119552
,5901,0.405,0.390,0.374,0.001,Rt_DANb_PostC-Lt_VSNp_ExStrInf,-0.404539006,-0.390189149,-0.373932484,0,-0.387516367
,5902,0.313,0.194,0.301,0.001,Rt_DANb_PostC-Lt_VSNp_ExStrSup,-0.313495155,-0.194018612,-0.300931024,0,-0.267969563
,5903,0.040,0.093,0.126,0.001,Rt_DANb_PostC-Rt_VSNc_Striate,0.040055228,0.092910416,0.126227995,0,0.09097042
,5904,0.269,0.039,0.133,0.001,Rt_DANb_PostC-Rt_VSNc_ExStr,-0.2692335,-0.038856737,-0.133219486,0,-0.146330177
,5905,0.075,0.218,0.057,0.001,Rt_DANb_PostC-Rt_VSNp_Striate,-0.07472296,-0.217904946,0.056882442,0,-0.077993898
,5906,0.434,0.407,0.356,0.001,Rt_DANb_PostC-Rt_VSNp_ExStrInf,-0.434376744,-0.406848952,-0.355662505,0,-0.394172854
,5907,0.311,0.183,0.370,0.001,Rt_DANb_PostC-Rt_VSNp_ExStrSup,-0.311302201,-0.183197615,-0.369930825,0,-0.288428153
,5908,0.348,0.246,0.419,0.001,Rt_DANb_PostC-Lt-Accm,-0.347871094,-0.245974083,-0.418631708,0,-0.337788229
,5909,0.321,0.232,0.358,0.001,Rt_DANb_PostC-Rt-Accm,-0.321058265,-0.232396039,-0.358140487,0,-0.303409107
,5910,0.211,0.489,0.599,0.001,Rt_DANb_PostC-Lt-Amyg,-0.211356849,-0.489486596,-0.598562525,0,-0.434145936
,5911,0.407,0.534,0.434,0.001,Rt_DANb_PostC-Rt-Amyg,-0.407438255,-0.533875226,-0.433757897,0,-0.45932539
,5912,0.375,0.213,0.386,0.001,Rt_DANb_PostC-Lt-Caud,0.375275025,0.212735512,0.385824148,0,0.32479037
,5913,0.011,0.068,0.125,0.001,Rt_DANb_PostC-Rt-Caud,-0.011400401,-0.067619544,0.124996161,0,0.015960238
,5914,0.353,0.332,0.536,0.001,Rt_DANb_PostC-Lt-Hipp,-0.353426391,-0.331655438,-0.535705369,0,-0.408123344
,5915,0.369,0.507,0.564,0.001,Rt_DANb_PostC-Rt-Hipp,-0.369127874,-0.506834454,-0.56377551,0,-0.482196649
,5916,0.205,0.059,0.162,0.001,Rt_DANb_PostC-Lt-Pall,-0.205373846,-0.058951638,-0.162072437,0,-0.140923208
,5917,0.284,0.005,0.256,0.001,Rt_DANb_PostC-Rt-Pall,0.283916622,-0.004743581,-0.255721774,0,0.007448179
,5918,0.169,0.532,0.309,0.001,Rt_DANb_PostC-Lt-Puta,-0.169154125,-0.531750299,-0.309278663,0,-0.337186895
,5919,0.406,0.647,0.350,0.001,Rt_DANb_PostC-Rt-Puta,-0.406019347,-0.64726424,-0.349775,0,-0.467452194
,5920,0.551,0.281,0.535,0.001,Rt_DANb_PostC-Lt-Thal,0.551433708,0.280960867,0.534939168,0,0.455692666
,5921,0.548,0.204,0.460,0.001,Rt_DANb_PostC-Rt-Thal,0.548424401,0.204195353,0.459995715,0,0.403979702
Transdiagnosis,5922,0.645,0.545,0.631,0.608,Rt_DANb_FEF-Rt_DANb_PrCv,-0.644961405,-0.54531214,-0.630989041,1,-0.608221643
,5923,0.318,0.381,0.417,0.001,Rt_DANb_FEF-Lt_LMN_TempPole,-0.317614058,-0.380522332,-0.416643211,0,-0.374984303
,5924,0.292,0.162,0.175,0.001,Rt_DANb_FEF-Lt_LMN_OFC,-0.292458746,-0.161667763,-0.174526349,0,-0.207802774
,5925,0.403,0.320,0.356,0.001,Rt_DANb_FEF-Rt_LMN_TempPole,-0.403022172,-0.320414748,-0.356037103,0,-0.357377859
,5926,0.363,0.307,0.190,0.001,Rt_DANb_FEF-Rt_LMN_OFC,-0.363190784,-0.307193086,-0.190106152,0,-0.285582186
,5927,0.109,0.257,0.190,0.001,Rt_DANb_FEF-Lt_SVNa_ParOper,-0.108880712,-0.257499631,-0.189884574,0,-0.187931044
,5928,0.158,0.220,0.133,0.001,Rt_DANb_FEF-Lt_SVNa_PrCv,-0.158272793,-0.219929148,-0.132845049,0,-0.170717656
,5929,0.051,0.069,0.188,0.001,Rt_DANb_FEF-Lt_SVNa_Ins,0.050629442,-0.069280961,-0.187891695,0,-0.070829902
,5930,0.194,0.084,0.296,0.001,Rt_DANb_FEF-Lt_SVNa_ParMed,-0.194101899,-0.083616929,-0.295927595,0,-0.192246495
,5931,0.332,0.098,0.170,0.001,Rt_DANb_FEF-Lt_SVNa_FrMed,-0.332448939,-0.097773581,-0.170232187,0,-0.198746261
,5932,0.230,0.237,0.242,0.001,Rt_DANb_FEF-Lt_SVNb_IPL,-0.229848293,-0.237142059,-0.241755564,0,-0.236922432
,5933,0.134,0.108,0.023,0.001,Rt_DANb_FEF-Lt_SVNb_PFCl,-0.133621704,0.107911054,0.022871696,0,0.000242721
,5934,0.000,0.059,0.026,0.001,Rt_DANb_FEF-Lt_SVNb_PFCv,-0.000433288,-0.058947227,-0.026220474,0,-0.029519416
,5935,0.085,0.172,0.016,0.001,Rt_DANb_FEF-Lt_SVNb_OFC,0.08475004,-0.171520418,-0.016154418,0,-0.034780773
,5936,0.171,0.060,0.038,0.001,Rt_DANb_FEF-Lt_SVNb_PFCmp,-0.170940637,0.059731295,-0.038191077,0,-0.048803561
,5937,0.098,0.238,0.110,0.001,Rt_DANb_FEF-Rt_SVNa_ParOper,-0.097702891,-0.238038163,-0.110389128,0,-0.15038912
,5938,0.297,0.172,0.319,0.001,Rt_DANb_FEF-Rt_SVNa_PrC,-0.296691818,-0.171525665,-0.319122537,0,-0.261749133
,5939,0.093,0.386,0.204,0.001,Rt_DANb_FEF-Rt_SVNa_PrCv,-0.092687417,-0.385703245,-0.204376141,0,-0.228747343
,5940,0.079,0.145,0.129,0.001,Rt_DANb_FEF-Rt_SVNa_Ins,0.07917151,-0.144650453,-0.129343973,0,-0.066312975
,5941,0.285,0.372,0.311,0.001,Rt_DANb_FEF-Rt_SVNa_ParMed,-0.285393126,-0.372283697,-0.310574146,0,-0.325269997
,5942,0.217,0.036,0.061,0.001,Rt_DANb_FEF-Rt_SVNa_FrMed,-0.217456301,0.036013822,-0.061465595,0,-0.079758141
,5943,0.105,0.165,0.025,0.001,Rt_DANb_FEF-Rt_SVNb_IPL,0.105261172,-0.165380317,-0.02472375,0,-0.029394555
,5944,0.129,0.031,0.090,0.001,Rt_DANb_FEF-Rt_SVNb_PFCd,0.129491212,0.030828079,-0.090067957,0,0.021570491
,5945,0.020,0.133,0.163,0.001,Rt_DANb_FEF-Rt_SVNb_PFCl,0.019860405,0.13250235,0.162690204,0,0.109580112
,5946,0.005,0.047,0.017,0.001,Rt_DANb_FEF-Rt_SVNb_PFClv,0.005311477,-0.047212539,0.017035199,0,-0.007214594
,5947,0.120,0.165,0.117,0.001,Rt_DANb_FEF-Rt_SVNb_PFCv,-0.11986098,-0.165449462,-0.116851812,0,-0.134886851
,5948,0.059,0.062,0.053,0.001,Rt_DANb_FEF-Rt_SVNb_PFCmp,-0.059400693,0.062394904,0.053438754,0,0.02185925
,5949,0.280,0.124,0.011,0.001,Rt_DANb_FEF-Rt_SVNb_Cinga,-0.279573937,0.1243673,0.010886938,0,-0.047964294
,5950,0.335,0.003,0.125,0.001,Rt_DANb_FEF-Lt_SMNa,-0.334671457,0.003488336,-0.124676658,0,-0.150709433
,5951,0.236,0.004,0.004,0.001,Rt_DANb_FEF-Lt_SMNb_Cent,-0.23627946,0.003654544,0.003510146,0,-0.073872674
,5952,0.236,0.259,0.274,0.001,Rt_DANb_FEF-Lt_SMNb_S2,-0.235620707,-0.258621716,-0.273929263,0,-0.258528352
,5953,0.181,0.428,0.379,0.001,Rt_DANb_FEF-Lt_SMNb_Ins,-0.181164294,-0.428018384,-0.379020684,0,-0.330899753
,5954,0.211,0.340,0.288,0.001,Rt_DANb_FEF-Lt_SMNb_Aud,-0.211477756,-0.339881206,-0.288284682,0,-0.283474589
,5955,0.308,0.003,0.099,0.001,Rt_DANb_FEF-Rt_SMNa,-0.307915001,-0.003241378,-0.099272037,0,-0.135688063
,5956,0.214,0.010,0.036,0.001,Rt_DANb_FEF-Rt_SMNb_Cent,-0.214458877,-0.009980527,-0.035643609,0,-0.083952979
,5957,0.219,0.212,0.323,0.001,Rt_DANb_FEF-Rt_SMNb_S2,-0.219034866,-0.211749172,-0.322754792,0,-0.252958101
,5958,0.248,0.466,0.307,0.001,Rt_DANb_FEF-Rt_SMNb_Ins,-0.247926302,-0.465548535,-0.307255421,0,-0.341040395
,5959,0.241,0.304,0.356,0.001,Rt_DANb_FEF-Rt_SMNb_Aud,-0.240694455,-0.304224941,-0.355993563,0,-0.305388111
,5960,0.307,0.080,0.391,0.001,Rt_DANb_FEF-Lt_SMN_TempPar,-0.307162955,-0.080471604,-0.391411,0,-0.259531048
,5961,0.234,0.006,0.253,0.001,Rt_DANb_FEF-Rt_SMN_TempPar,-0.234219123,-0.005565929,-0.253075185,0,-0.163488007
,5962,0.011,0.102,0.172,0.001,Rt_DANb_FEF-Lt_VSNc_Striate,-0.01052982,0.101808786,0.171527066,0,0.088789955
,5963,0.079,0.059,0.078,0.001,Rt_DANb_FEF-Lt_VSNc_ExStr,-0.079241104,0.058636029,-0.077951149,0,-0.032294189
,5964,0.054,0.107,0.014,0.001,Rt_DANb_FEF-Lt_VSNp_Striate,-0.053925197,0.106750034,0.013542809,0,0.023193462
,5965,0.355,0.146,0.222,0.001,Rt_DANb_FEF-Lt_VSNp_ExStrInf,-0.35543835,-0.145560802,-0.222425223,0,-0.239847729
,5966,0.297,0.017,0.188,0.001,Rt_DANb_FEF-Lt_VSNp_ExStrSup,-0.296616954,-0.01701603,-0.188429494,0,-0.166281307
,5967,0.048,0.075,0.138,0.001,Rt_DANb_FEF-Rt_VSNc_Striate,-0.047867576,0.074948078,0.138378938,0,0.057617324
,5968,0.032,0.088,0.163,0.001,Rt_DANb_FEF-Rt_VSNc_ExStr,-0.031567494,0.088214623,-0.163226427,0,-0.036009181
,5969,0.173,0.134,0.082,0.001,Rt_DANb_FEF-Rt_VSNp_Striate,-0.17328868,-0.133979074,0.081879165,0,-0.073750434
,5970,0.324,0.277,0.345,0.001,Rt_DANb_FEF-Rt_VSNp_ExStrInf,-0.324324863,-0.277007331,-0.3452961,0,-0.317469731
,5971,0.302,0.044,0.209,0.001,Rt_DANb_FEF-Rt_VSNp_ExStrSup,-0.302480334,-0.043714997,-0.208569888,0,-0.184067028
,5972,0.214,0.030,0.198,0.001,Rt_DANb_FEF-Lt-Accm,-0.213723809,0.030430111,-0.197800019,0,-0.126853377
,5973,0.255,0.022,0.150,0.001,Rt_DANb_FEF-Rt-Accm,-0.254718781,0.021582698,-0.149783573,0,-0.127207663
,5974,0.276,0.360,0.391,0.001,Rt_DANb_FEF-Lt-Amyg,-0.275606761,-0.359598285,-0.390584399,0,-0.345101159
,5975,0.327,0.453,0.201,0.001,Rt_DANb_FEF-Rt-Amyg,-0.327016949,-0.453008481,-0.201076339,0,-0.326772126
,5976,0.199,0.179,0.063,0.001,Rt_DANb_FEF-Lt-Caud,0.199422462,-0.179118589,-0.06329611,0,-0.015036935
,5977,0.115,0.269,0.106,0.001,Rt_DANb_FEF-Rt-Caud,-0.115186809,-0.269273952,-0.106079882,0,-0.163856076
,5978,0.310,0.276,0.407,0.001,Rt_DANb_FEF-Lt-Hipp,-0.310232247,-0.276107245,-0.406909616,0,-0.333070993
,5979,0.291,0.402,0.385,0.001,Rt_DANb_FEF-Rt-Hipp,-0.291184086,-0.40212221,-0.384802366,0,-0.364135962
,5980,0.044,0.130,0.251,0.001,Rt_DANb_FEF-Lt-Pall,-0.043556786,-0.129663427,-0.250604275,0,-0.142842321
,5981,0.237,0.044,0.207,0.001,Rt_DANb_FEF-Rt-Pall,0.237155443,-0.044240665,-0.207234004,0,-0.005319466
,5982,0.267,0.456,0.367,0.001,Rt_DANb_FEF-Lt-Puta,-0.267037992,-0.456225117,-0.367312194,0,-0.364449421
,5983,0.251,0.425,0.252,0.001,Rt_DANb_FEF-Rt-Puta,-0.251333173,-0.425115954,-0.251690653,0,-0.309572831
,5984,0.451,0.276,0.574,0.001,Rt_DANb_FEF-Lt-Thal,0.450959602,0.276135196,0.573759801,0,0.433971727
,5985,0.538,0.373,0.620,0.001,Rt_DANb_FEF-Rt-Thal,0.537937092,0.372912775,0.619580378,0,0.510477781
,5986,0.292,0.392,0.365,0.001,Rt_DANb_PrCv-Lt_LMN_TempPole,-0.292043285,-0.391826066,-0.365230619,0,-0.353227166
,5987,0.323,0.420,0.147,0.001,Rt_DANb_PrCv-Lt_LMN_OFC,-0.32346865,-0.420035389,-0.147134191,0,-0.296608459
,5988,0.442,0.569,0.368,0.001,Rt_DANb_PrCv-Rt_LMN_TempPole,-0.442468283,-0.569488057,-0.367885599,0,-0.460158266
,5989,0.283,0.424,0.219,0.001,Rt_DANb_PrCv-Rt_LMN_OFC,-0.283327449,-0.423795153,-0.218900323,0,-0.308348054
,5990,0.163,0.325,0.343,0.001,Rt_DANb_PrCv-Lt_SVNa_ParOper,-0.163032361,-0.325336879,-0.343193411,0,-0.278845392
,5991,0.347,0.302,0.269,0.001,Rt_DANb_PrCv-Lt_SVNa_PrCv,-0.347248285,-0.302474082,-0.269323524,0,-0.302542752
,5992,0.060,0.183,0.128,0.001,Rt_DANb_PrCv-Lt_SVNa_Ins,-0.060267744,-0.182754,-0.128362261,0,-0.125506822
,5993,0.217,0.228,0.213,0.001,Rt_DANb_PrCv-Lt_SVNa_ParMed,-0.217238497,-0.22849859,-0.21298236,0,-0.219895972
,5994,0.338,0.396,0.302,0.001,Rt_DANb_PrCv-Lt_SVNa_FrMed,-0.337765033,-0.395925379,-0.302328297,0,-0.344685644
,5995,0.016,0.305,0.031,0.001,Rt_DANb_PrCv-Lt_SVNb_IPL,-0.015978216,-0.304949704,-0.030913651,0,-0.117791501
,5996,0.203,0.349,0.261,0.001,Rt_DANb_PrCv-Lt_SVNb_PFCl,-0.202668005,-0.348836028,-0.261265324,0,-0.272659784
,5997,0.199,0.121,0.169,0.001,Rt_DANb_PrCv-Lt_SVNb_PFCv,-0.199259636,-0.120581706,-0.168604451,0,-0.161781417
,5998,0.020,0.094,0.015,0.001,Rt_DANb_PrCv-Lt_SVNb_OFC,0.020085125,-0.094379358,-0.015484042,0,-0.029919728
,5999,0.277,0.179,0.170,0.001,Rt_DANb_PrCv-Lt_SVNb_PFCmp,-0.276953215,-0.179065793,-0.170013002,0,-0.206118005
,6000,0.141,0.241,0.220,0.001,Rt_DANb_PrCv-Rt_SVNa_ParOper,-0.141439113,-0.240554851,-0.220401897,0,-0.202613847
,6001,0.239,0.333,0.389,0.001,Rt_DANb_PrCv-Rt_SVNa_PrC,-0.239233071,-0.333021987,-0.388725867,0,-0.322519111
,6002,0.417,0.474,0.567,0.001,Rt_DANb_PrCv-Rt_SVNa_PrCv,-0.416711542,-0.473855748,-0.567012953,0,-0.488055562
,6003,0.130,0.233,0.113,0.001,Rt_DANb_PrCv-Rt_SVNa_Ins,-0.130279962,-0.232997561,-0.113330745,0,-0.159450291
Transdiagnosis,6004,0.614,0.488,0.447,0.515,Rt_DANb_PrCv-Rt_SVNa_ParMed,-0.614239837,-0.488281953,-0.446696574,1,-0.515124564
,6005,0.338,0.380,0.398,0.001,Rt_DANb_PrCv-Rt_SVNa_FrMed,-0.337856107,-0.379754624,-0.398267042,0,-0.375536842
,6006,0.065,0.243,0.022,0.001,Rt_DANb_PrCv-Rt_SVNb_IPL,0.064892749,-0.243251937,0.022164117,0,-0.052574092
,6007,0.095,0.139,0.069,0.001,Rt_DANb_PrCv-Rt_SVNb_PFCd,0.09480505,-0.138792571,-0.068523483,0,-0.038398269
,6008,0.108,0.175,0.023,0.001,Rt_DANb_PrCv-Rt_SVNb_PFCl,-0.107517912,-0.174705923,0.022648571,0,-0.08638482
,6009,0.036,0.076,0.156,0.001,Rt_DANb_PrCv-Rt_SVNb_PFClv,-0.035583724,-0.076454449,0.156174225,0,0.015097191
,6010,0.323,0.329,0.112,0.001,Rt_DANb_PrCv-Rt_SVNb_PFCv,-0.323407682,-0.32857974,-0.111944351,0,-0.253766666
,6011,0.343,0.040,0.104,0.001,Rt_DANb_PrCv-Rt_SVNb_PFCmp,-0.342579986,-0.040115165,-0.103687248,0,-0.161652967
,6012,0.082,0.092,0.014,0.001,Rt_DANb_PrCv-Rt_SVNb_Cinga,-0.082281192,-0.091743293,-0.013670988,0,-0.061112644
,6013,0.466,0.442,0.269,0.001,Rt_DANb_PrCv-Lt_SMNa,-0.465687736,-0.441566732,-0.269412243,0,-0.390919823
,6014,0.461,0.424,0.103,0.001,Rt_DANb_PrCv-Lt_SMNb_Cent,-0.460560393,-0.423653158,-0.103484248,0,-0.32873745
,6015,0.419,0.463,0.419,0.001,Rt_DANb_PrCv-Lt_SMNb_S2,-0.419420347,-0.462879445,-0.418970507,0,-0.434229695
,6016,0.079,0.107,0.194,0.001,Rt_DANb_PrCv-Lt_SMNb_Ins,-0.078884705,-0.106556324,-0.194389406,0,-0.127042293
,6017,0.427,0.504,0.504,0.001,Rt_DANb_PrCv-Lt_SMNb_Aud,-0.426974237,-0.50411689,-0.503924051,0,-0.482191475
,6018,0.476,0.462,0.173,0.001,Rt_DANb_PrCv-Rt_SMNa,-0.476253431,-0.461945653,-0.17323068,0,-0.369696672
,6019,0.455,0.385,0.137,0.001,Rt_DANb_PrCv-Rt_SMNb_Cent,-0.454967774,-0.385024241,-0.136663324,0,-0.324783801
,6020,0.519,0.496,0.496,0.001,Rt_DANb_PrCv-Rt_SMNb_S2,-0.519061267,-0.496164239,-0.495581493,0,-0.501479744
,6021,0.365,0.405,0.114,0.001,Rt_DANb_PrCv-Rt_SMNb_Ins,-0.364614225,-0.404632719,-0.113703839,0,-0.293793937
,6022,0.491,0.489,0.587,0.001,Rt_DANb_PrCv-Rt_SMNb_Aud,-0.490594014,-0.489056077,-0.586542706,0,-0.523992934
,6023,0.377,0.440,0.379,0.001,Rt_DANb_PrCv-Lt_SMN_TempPar,-0.377162218,-0.439802587,-0.378845593,0,-0.398478988
,6024,0.147,0.307,0.257,0.001,Rt_DANb_PrCv-Rt_SMN_TempPar,-0.14700576,-0.30691889,-0.256869624,0,-0.238878192
,6025,0.045,0.076,0.017,0.001,Rt_DANb_PrCv-Lt_VSNc_Striate,-0.044792085,-0.075542806,0.017117251,0,-0.034339008
,6026,0.211,0.159,0.236,0.001,Rt_DANb_PrCv-Lt_VSNc_ExStr,-0.210789421,-0.158983863,-0.235767949,0,-0.203809355
,6027,0.170,0.140,0.137,0.001,Rt_DANb_PrCv-Lt_VSNp_Striate,-0.170055036,-0.139931458,-0.1366087,0,-0.14624119
,6028,0.376,0.315,0.190,0.001,Rt_DANb_PrCv-Lt_VSNp_ExStrInf,-0.375716819,-0.315214719,-0.190083528,0,-0.292339188
,6029,0.389,0.245,0.175,0.001,Rt_DANb_PrCv-Lt_VSNp_ExStrSup,-0.389469267,-0.244814297,-0.174868746,0,-0.268296328
,6030,0.128,0.190,0.059,0.001,Rt_DANb_PrCv-Rt_VSNc_Striate,-0.127824687,-0.190411808,-0.059248734,0,-0.125635375
,6031,0.171,0.169,0.134,0.001,Rt_DANb_PrCv-Rt_VSNc_ExStr,-0.170565191,-0.169067802,-0.13394658,0,-0.155809206
,6032,0.328,0.302,0.073,0.001,Rt_DANb_PrCv-Rt_VSNp_Striate,-0.328197666,-0.302272474,-0.073016365,0,-0.233602608
,6033,0.220,0.269,0.124,0.001,Rt_DANb_PrCv-Rt_VSNp_ExStrInf,-0.220128243,-0.269132855,-0.124177313,0,-0.203459257
,6034,0.189,0.189,0.098,0.001,Rt_DANb_PrCv-Rt_VSNp_ExStrSup,-0.188633188,-0.189221832,-0.098491745,0,-0.157195187
,6035,0.192,0.026,0.099,0.001,Rt_DANb_PrCv-Lt-Accm,-0.192341591,-0.025769194,-0.098843355,0,-0.105118865
,6036,0.127,0.034,0.050,0.001,Rt_DANb_PrCv-Rt-Accm,-0.126577252,-0.03420727,-0.050152445,0,-0.069127745
,6037,0.131,0.289,0.187,0.001,Rt_DANb_PrCv-Lt-Amyg,-0.131326483,-0.289234483,-0.187339021,0,-0.203231075
,6038,0.190,0.317,0.037,0.001,Rt_DANb_PrCv-Rt-Amyg,-0.190127724,-0.316805263,0.036919762,0,-0.156422227
,6039,0.104,0.143,0.115,0.001,Rt_DANb_PrCv-Lt-Caud,-0.103667218,-0.142788349,-0.115238732,0,-0.121250002
,6040,0.299,0.241,0.267,0.001,Rt_DANb_PrCv-Rt-Caud,-0.29883717,-0.240843597,-0.267266955,0,-0.266525673
,6041,0.363,0.026,0.399,0.001,Rt_DANb_PrCv-Lt-Hipp,-0.362827851,-0.026313707,-0.39890369,0,-0.262605341
,6042,0.282,0.260,0.347,0.001,Rt_DANb_PrCv-Rt-Hipp,-0.2823629,-0.259717489,-0.346972097,0,-0.297991902
,6043,0.026,0.070,0.047,0.001,Rt_DANb_PrCv-Lt-Pall,-0.026048297,0.069524824,0.047076035,0,0.032799579
,6044,0.041,0.062,0.096,0.001,Rt_DANb_PrCv-Rt-Pall,-0.041082211,0.061999108,-0.095639992,0,-0.025375
,6045,0.411,0.449,0.502,0.001,Rt_DANb_PrCv-Lt-Puta,-0.410651939,-0.448520582,-0.502423776,0,-0.455470571
,6046,0.487,0.627,0.560,0.001,Rt_DANb_PrCv-Rt-Puta,-0.486939935,-0.626708447,-0.560325812,0,-0.559145151
,6047,0.312,0.492,0.402,0.001,Rt_DANb_PrCv-Lt-Thal,0.312422468,0.492120858,0.402318601,0,0.402752529
,6048,0.446,0.667,0.659,0.001,Rt_DANb_PrCv-Rt-Thal,0.446389383,0.66654306,0.658789015,0,0.591128904
,6049,0.307,0.557,0.250,0.001,Lt_LMN_TempPole-Lt_LMN_OFC,-0.307315094,-0.557127739,-0.250183298,0,-0.371804605
,6050,0.250,0.487,0.186,0.001,Lt_LMN_TempPole-Rt_LMN_TempPole,-0.25009594,-0.486669427,-0.185787291,0,-0.307464716
,6051,0.468,0.632,0.396,0.001,Lt_LMN_TempPole-Rt_LMN_OFC,-0.467561935,-0.631696169,-0.396012375,0,-0.498800629
,6052,0.277,0.400,0.636,0.001,Lt_LMN_TempPole-Lt_SVNa_ParOper,-0.2767957,-0.40046468,-0.636290793,0,-0.438422127
